"locality";"locationID";"higherGeography";"MRGID";"placeType";"latitude";"longitude";"minLongitude";"maxLongitude";"minLatitude";"maxLatitude"
"Kattendijke";"http://marineregions.org/mrgid/14739";"Netherlands";14739;"Village";"51.52";"3.95";"3.95";"3.94";"51.52";"51.53"
"Neeltje Jans, Buitenhaven";"http://marineregions.org/mrgid/17759";"Netherlands";17759;"Harbour";"51.61919";"3.6793";;;;
"Roompot";"http://marineregions.org/mrgid/4751";"North Sea";4751;"Swale";"51.61666667";"3.76666667";;;;
"Roompot";"http://marineregions.org/mrgid/4751";"Netherlands";4751;"Swale";"51.61666667";"3.76666667";;;;
"Anna Frisopolder";"http://marineregions.org/mrgid/17367";"Netherlands";17367;"Polder";"51.6";"3.7";;;;
"Breezand";"http://marineregions.org/mrgid/17412";"Netherlands";17412;"Town";"51.58583";"3.62222";"3.62";"3.61";"51.58";"51.59"
"Fort Rammekens";"http://marineregions.org/mrgid/17540";"Netherlands";17540;"Fort";"51.45";"3.65";;;;
"Kanaal door Zuid-Beveland";"http://marineregions.org/mrgid/17655";"Netherlands";17655;"Channel";"51.45";"4";;;;
"Walcheren";"http://marineregions.org/mrgid/204";"Netherlands";204;"Island";"51.5";"3.5833333";;;;
"Westbout";"http://marineregions.org/mrgid/21354";"Netherlands";21354;"Dike";"51.6701331951";"3.73857021332";;;;
"Hudson Bay";"http://marineregions.org/mrgid/4252";"Hudson Bay";4252;"IHO Sea Area";"59.0358757132";"-84.88911959576";"-95.34616911381";"-75.88437807569";"51.14358794663";"66.02642986893"
"Royan";"http://marineregions.org/mrgid/14635";"France";14635;"Town";"45.6333";"-1.0333";;;;
"Ribadesella";"http://marineregions.org/mrgid/14733";"Spain";14733;"Town";"43.4614";"-5.0592";;;;
"Navia";"http://marineregions.org/mrgid/17756";"Spain";17756;"Town";"43.53333";"-6.71667";;;;
"Viveiro";"http://marineregions.org/mrgid/14729";"Spain";14729;"Commune";"43.6614";"-7.5945";;;;
"Ria de Santa Marta de Ortigueira";"http://marineregions.org/mrgid/5438";"Bay of Biscay";5438;"Inlet";"43.7344444444444";"-7.83472222222222";;;;
"Ría de Villaviciosa";"http://marineregions.org/mrgid/17829";"Spain";17829;"Estuary";"43.51667";"-5.38333";;;;
"Castropol";"http://marineregions.org/mrgid/17437";"Spain";17437;"Town";"43.533333";"-7.033333";"-7.03";"-7.05";"43.53";"43.54"
"Schouwen";"http://marineregions.org/mrgid/17850";"Netherlands";17850;"Inhabited Place";"53.33";"6.43889";;;;
"Vlissingen";"http://marineregions.org/mrgid/232";"Netherlands";232;"Commune";"51.43744";"3.634215";"3.53039";"3.73804";"51.39159";"51.48329"
"Vistula lagoon";"http://marineregions.org/mrgid/2412";"Baltic Sea";2412;"Bay";"54.7";"19.16666667";"20.31";"18.03";"54.18";"55.221"
"Covas Beach";"http://marineregions.org/mrgid/21352";"Bay of Biscay";21352;"Beach";"43.672745";"-7.608633";;;;
"Ría do Barqueiro";"http://marineregions.org/mrgid/17825";"Spain";17825;"Estuary";"43.75919";"-7.6658";;;;
"North East Coast of England";"http://marineregions.org/mrgid/14303";"United Kingdom";14303;"Coast";;;;;;
"La Franca";"http://marineregions.org/mrgid/17682";"Spain";17682;"Beach";"43.38333";"-4.56667";;;;
"Rozenburg";"http://marineregions.org/mrgid/17836";"Netherlands";17836;"Village";"51.90417";"4.24861";"4.26";"4.23";"51.9";"51.91"
"'s Gravenpolder";"http://marineregions.org/mrgid/14650";"Netherlands";14650;"Town";"51.4518";"3.9234";;;;
"North Coast of Ireland";"http://marineregions.org/mrgid/8030";"North Atlantic Ocean";8030;"General Sea Area";"55.5259";"-8.1879";;;;
"Gulf of Gdansk";"http://marineregions.org/mrgid/2413";"Baltic Sea";2413;"Gulf";"54.56666667";"19.18333333";"18.34";"19.88";"54.3";"54.95"
"Koiguste Bay";"http://marineregions.org/mrgid/14622";"Gulf of Riga";14622;"Bay";"58.3613";"22.9772";"23.01";"22.94";"58.35";"58.38"
"Elbe";"http://marineregions.org/mrgid/4660";"North Sea";4660;"Stream";"52.3828983306885";"11.6128001213074";"8.9886999130249";"14.2369003295898";"50.8597984313965";"53.9059982299805"
"Belt Sea";"http://marineregions.org/mrgid/3294";"Baelt Sea";3294;"Sea";"55.825";"10.8889";;;;
"German Bight";"http://marineregions.org/mrgid/3427";"North Sea";3427;"Bight";"54.2155555555556";"8.06805555555555";;;;
"French part of the Celtic Sea";"http://marineregions.org/mrgid/25220";"Celtic Sea";25220;"Marine Region";"47.923777";"-6.173144";"-8.849493";"-4.192155";"46.479806";"49.258415"
"United Kingdom part of the Celtic Sea";"http://marineregions.org/mrgid/25222";"Celtic Sea";25222;"Marine Region";"49.78521";"-7.226242";"-10.439867";"-4.521318";"47.88402";"52.054058"
"United Kingdom part of the Inner Seas off the West Coast of Scotland";"http://marineregions.org/mrgid/25178";"Inner Seas off the West Coast of Scotland";25178;"Marine Region";"56.523941";"-6.285807";"-7.935273";"-4.485418";"54.385554";"58.624164"
"United Kingdom";"http://marineregions.org/mrgid/2208";"United Kingdom";2208;"Nation";"55.0205";"-3.44485";"-8.6526";"1.7629";"49.1649";"60.8761"
"French part of the Bay of Biscay";"http://marineregions.org/mrgid/25218";"Bay of Biscay";25218;"Marine Region";"45.915983";"-3.295519";"-6.421073";"-0.539927";"43.359927";"47.889718"
"Finland";"http://marineregions.org/mrgid/2106";"Finland";2106;"Nation";"64.9083";"25.36205";"19.1355";"31.5886";"59.7242";"70.0924"
"Latvian part of the Gulf of Riga";"http://marineregions.org/mrgid/25597";"Gulf of Riga";25597;"Marine Region";"57.490532";"23.503293";"21.729018";"24.413191";"56.965891";"57.940833"
"Belgian part of the North Sea";"http://marineregions.org/mrgid/26567";"Belgium";26567;"Marine Region";"51.465715";"2.703969";;;;
"Swedish part of the Baltic Sea";"http://marineregions.org/mrgid/25678";"Baltic Sea";25678;"Marine Region";"57.392746";"17.856584";"12.638889";"20.48156";"54.962442";"59.889718"
"Coastal Polders";"http://marineregions.org/mrgid/2536";"Belgium";2536;"Polder";"51.13591";"2.994438";"2.555649";"3.433226";"50.91428";"51.35754"
"Socoa";"http://marineregions.org/mrgid/17862";"France";17862;"Inhabited Place";"43.38333";"-1.68333";;;;
"Landes Coast";"http://marineregions.org/mrgid/17696";"Bay of Biscay";17696;"Coast";"44.25";"-1";"-1.44196";"-1.13571";"43.66737";"45.51405"
"Veerse Gat";"http://marineregions.org/mrgid/14640";"Netherlands";14640;"Lake";"51.548149";"3.7455";"3.6275";"3.8635";"51.508499";"51.587799"
"Volkerak";"http://marineregions.org/mrgid/17916";"Netherlands";17916;"Channel";"51.65";"4.28333";;;;
"East Coast of England";"http://marineregions.org/mrgid/14300";"United Kingdom";14300;"Coast";"52.42922";"1.80176";;;;
"West Coast of Ireland";"http://marineregions.org/mrgid/8661";"North Atlantic Ocean";8661;"General Sea Area";"53.67";"-10.56";;;;
"Pontaillac";"http://marineregions.org/mrgid/17794";"France";17794;"Town";"45.62861";"-1.05083";;;;
"Brouwersdam";"http://marineregions.org/mrgid/17417";"Netherlands";17417;"Dike";"51.76667";"3.86667";;;;
"Colijnsplaat";"http://marineregions.org/mrgid/17448";"Netherlands";17448;"Town";"51.6";"3.85";"3.86";"3.84";"51.59";"51.61"
"Den Osse";"http://marineregions.org/mrgid/17485";"Netherlands";17485;"Village";"51.73333";"3.9";"3.9";"3.88";"51.73";"51.75"
"Dreischor";"http://marineregions.org/mrgid/17494";"Netherlands";17494;"Town";"51.69";"3.98333";;;;
"Goudplaat";"http://marineregions.org/mrgid/14641";"Netherlands";14641;"Bar";"51.5322";"3.7056";;;;
"Kortgene";"http://marineregions.org/mrgid/206";"Netherlands";206;"Town";"51.55666666";"3.8";"3.83";"3.79";"51.55";"51.57"
"Plompetoren";"http://marineregions.org/mrgid/17792";"Netherlands";17792;"Tower";"51.68333";"3.76667";"3.76908";"3.76432";"51.68206";"51.68464"
"Scharendijke";"http://marineregions.org/mrgid/17848";"Netherlands";17848;"Inhabited Place";"51.73583";"3.84306";;;;
"Sloehaven";"http://marineregions.org/mrgid/9275";;9275;"Harbour";"51.4632";"3.6884";;;;
"Terneuzen";"http://marineregions.org/mrgid/209";"Netherlands";209;"City";"51.33109";"3.80312";"3.64476";"3.96148";"51.26533";"51.39684"
"Westenschouwen";"http://marineregions.org/mrgid/17955";"Netherlands";17955;"Inhabited Place";"51.67583";"3.70972";;;;
"Wissenkerke";"http://marineregions.org/mrgid/205";"Netherlands";205;"Town";"51.585";"3.74722222";"3.76";"3.74";"51.58";"51.59"
"Yerseke";"http://marineregions.org/mrgid/17935";"Netherlands";17935;"Inhabited Place";"51.4925";"4.05";;;;
"Lodijkse Gat";"http://marineregions.org/mrgid/14664";"North Sea";14664;"Swale";"51.51";"4.22";;;;
"Pietermanskreek";"http://marineregions.org/mrgid/17791";"Netherlands";17791;"Creek";"51.48333";"4.13333";;;;
"Zeelandbrug";"http://marineregions.org/mrgid/17939";"North Sea";17939;"Sluice";"51.61667";"3.9";;;;
"Rio De Janeiro";"http://marineregions.org/mrgid/8920";;8920;"State";"-22.06672";"-42.91257";"-44.86404";"-40.96112";"-23.35639";"-20.77706"
"Mexican Exclusive Economic Zone";"http://marineregions.org/mrgid/8429";"Mexico";8429;"EEZ";"21.35018";"-105.33346";"-122.1791";"-84.64185";"11.87329";"32.62694"
"United Kingdom Exclusive Economic Zone";"http://marineregions.org/mrgid/5696";"North Atlantic Ocean";5696;"EEZ";"56.77953";"-4.28967";"-14.89734";"3.4";"47.43541";"63.88748"
"Lesser Antilles";"http://marineregions.org/mrgid/19267";;19267;"Archipelago";"12";"-62";"-65.11597";"-58.40332";"19.06212";"9.43822"
"Colombia";"http://marineregions.org/mrgid/2175";"Colombia";2175;"Nation";"4.1767";"-74.2953";"-81.72015";"-66.87045";"-4.236873";"12.59027"
"Kistersdijk";"http://marineregions.org/mrgid/21323";"Netherlands";21323;"Dike";"51.659999847412";"3.9100000858307";;;;
"Simon's Town Harbour";"http://marineregions.org/mrgid/48919";"South Africa";48919;"Harbour";;;;;;
"Canadian Exclusive Economic Zone";"http://marineregions.org/mrgid/8493";"Canada";8493;"EEZ";"68.58777";"-89.94201";"-141";"-47.69415";"40.05115";"86.43187"
"Gulf of Gascogne";"http://marineregions.org/mrgid/2359";"Bay of Biscay";2359;"IHO Sea Area";"45.2244285966";"-3.93513546256";"-7.89681243874";"-0.14624464477";"43.27442812915";"47.98778772322"
"Ría de Ribadeo";"http://marineregions.org/mrgid/17828";"Spain";17828;"Estuary";"43.55";"-7.03333";;;;
"Ria de Viveiro";"http://marineregions.org/mrgid/5439";"Bay of Biscay";5439;"Inlet";"43.7280555555556";"-7.58916666666667";;;;
"Delta area";"http://marineregions.org/mrgid/20856";"Netherlands";20856;"General Region";"51.5";"3.8";;;;
"Antarctic Ocean";"http://marineregions.org/mrgid/1907";"Southern Ocean";1907;"IHO Sea Area";"-68.03981889232";"-26.63285800737";"-180";"180";"-85.56249999978";"-60"
"Subantarctic Waters";"http://marineregions.org/mrgid/17958";"Southern Ocean";17958;"General Sea Area";"-60";"-179";;;;
"Trondheims Fjord";"http://marineregions.org/mrgid/5344";;5344;"Fjord";"63.5436111111111";"10.6369444444444";"9.75";"11.48";"63.3";"64.17"
"Skagerrak";"http://marineregions.org/mrgid/2379";"Skagerrak";2379;"IHO Sea Area";"58.1397547443";"9.64191545629";"6.99822115858";"11.91655933884";"57.09880185142";"59.91914391516"
"Weddell Sea";"http://marineregions.org/mrgid/4330";"Southern Ocean";4330;"Natural Reserve";"-73";"-45";;;;
"Falkland Islands";"http://marineregions.org/mrgid/8623";;8623;"Dependent State";"-51.79626";"-59.44063";"-61.14806";"-57.7332";"-52.34306";"-51.24945"
"Kerguelen Islands";"http://marineregions.org/mrgid/8630";"Indian Ocean";8630;"Archipelago";"-49.33";"69.25";"71.85";"66.77";"-50.34";"-48.07"
"Ross Sea";"http://marineregions.org/mrgid/4370";"Ross Sea";4370;"Sea";"-74";"179";;;;
"South Shetland Islands";"http://marineregions.org/mrgid/22117";;22117;"Archipelago";"-62";"-58";"-62.58911";"-53.37158";"-63.53876";"-60.59776"
"Bellingshausen Sea";"http://marineregions.org/mrgid/4368";"Bellingshausen Sea";4368;"Sea";"-71";"-85";;;;
"Adélie Coast";"http://marineregions.org/mrgid/12372";;12372;"Coast";"-67";"139";;;;
"Palmer Archipelago";"http://marineregions.org/mrgid/13212";"Southern Ocean";13212;"Archipelago";"-64.25";"-62.8333333";;;;
"South Orkney Island";"http://marineregions.org/mrgid/9354";"Southern Ocean";9354;"Archipelago";"-60.5833333";"-45.5";"-44.22546";"-47.01874";"-60.91975";"-60.31607"
"Atlantic sector of Southern Ocean";"http://marineregions.org/mrgid/17377";"Southern Ocean";17377;"General Sea Area";"-60";"-15";;;;
"South Sandwich Islands";"http://marineregions.org/mrgid/23553";;23553;"Archipelago";"-57.75";"-26.5";"-23.75";"-31";"-60.44";"-55.01"
"Davis Sea";"http://marineregions.org/mrgid/17287";"Davis Sea";17287;"Sea";"-66";"92";;;;
"Prince Edward Islands";"http://marineregions.org/mrgid/22598";"Indian Ocean";22598;"Archipelago";"-46.773056";"37.8525";;;;
"Magellanic region";"http://marineregions.org/mrgid/20866";;20866;"General Region";;;;;;
"South Georgia";"http://marineregions.org/mrgid/21927";;21927;"Marine Ecoregion of the World (MEOW)";"-54.3434";"-37.2381";;;;
"Bransfield Strait";"http://marineregions.org/mrgid/9890";"Southern Ocean";9890;"Strait";"-63";"-59";;;;
"Wilhelm Archipelago";"http://marineregions.org/mrgid/13891";"Southern Ocean";13891;"Archipelago";"-65.1333333";"-64.3333333";;;;
"Bretagne";"http://marineregions.org/mrgid/3774";"France";3774;"Region";"48.08935";"-3.099";"-5.1819";"-1.0161";"47.2776";"48.9011"
"Oléron Island";"http://marineregions.org/mrgid/5375";"Bay of Biscay";5375;"Island";"45.9232";"-1.29975";"-1.4132";"-1.1863";"45.7988";"46.0476"
"Channel Islands";"http://marineregions.org/mrgid/2464";"United Kingdom";2464;"Archipelago";"49.44915";"-2.349499";"-2.679199";"-2.019799";"49.1649";"49.7334"
"Brouwershaven";"http://marineregions.org/mrgid/218";"Netherlands";218;"Town";"51.72666667";"3.914368519";"3.93";"3.9";"51.72";"51.74"
"Marollegat";"http://marineregions.org/mrgid/14682";"North Sea";14682;"Swale";"51.48";"4.17";;;;
"Noordergaatje";"http://marineregions.org/mrgid/14727";"North Sea";14727;"Swale";"51.5";"4.07";;;;
"Tholense Gat";"http://marineregions.org/mrgid/14725";"North Sea";14725;"Swale";"51.52";"4.17";;;;
"Oostkapelle";"http://marineregions.org/mrgid/14745";"Netherlands";14745;"Village";"51.57";"3.55";"3.56";"3.54";"51.56";"51.57"
"Vrouwenpolder";"http://marineregions.org/mrgid/17917";"Netherlands";17917;"Inhabited Place";"51.57667";"3.61528";;;;
"Zoutelande";"http://marineregions.org/mrgid/14717";"Netherlands";14717;"Town";"51.5";"3.48";;;;
"Coast of Norway";"http://marineregions.org/mrgid/17461";;17461;"Coast";"64.33991";"10.2832";;;;
"Monaco";"http://marineregions.org/mrgid/2222";"Monaco";2222;"Nation";"43.7379";"7.4259";"7.4125";"7.4393";"43.7256";"43.7502"
"Corsica";"http://marineregions.org/mrgid/3779";"France";3779;"Region";"42.18";"9.04735";"8.5349";"9.5598";"41.3328";"43.0272"
"Italian Exclusive Economic Zone";"http://marineregions.org/mrgid/5682";"Mediterranean Sea";5682;"EEZ";"39.65467";"12.92786";"5.88972";"18.99524";"35.06441";"45.80891"
"Yugoslavia (ex)";"http://marineregions.org/mrgid/2262";;2262;"Former Nation";"44.820556";"20.462222";;;;
"Turkey";"http://marineregions.org/mrgid/2213";"Turkey";2213;"Nation";"38.95615";"35.2414";"25.6652";"44.8176";"35.8075";"42.1048"
"Algerian Exclusive Economic Zone";"http://marineregions.org/mrgid/8378";"Algeria";8378;"EEZ";"37.20344";"3.53979";"-2.21233";"8.64205";"35.07067";"38.80087"
"Coast of Guipuzcoa";"http://marineregions.org/mrgid/17607";"Spain";17607;"Coast";"43.2872";"-2.13959";;;;
"Perlora";"http://marineregions.org/mrgid/17787";"Spain";17787;"Municipality";"43.58333";"-5.75";;;;
"Ellewoutsdijk";"http://marineregions.org/mrgid/17519";"Netherlands";17519;"Town";"51.38917";"3.81528";;;;
"Kruiningen";"http://marineregions.org/mrgid/14634";"Netherlands";14634;"Village";"51.45";"4.0333";"4.04";"4.02";"51.44";"51.46"
"Rittem";"http://marineregions.org/mrgid/17834";"Netherlands";17834;"Inhabited Place";"51.4525";"3.62639";;;;
"East Coast of Ireland";"http://marineregions.org/mrgid/17650";"North Atlantic Ocean";17650;"Coast";"52.52959";"-6.21826";;;;
"Indian Ocean";"http://marineregions.org/mrgid/1904";"Indian Ocean";1904;"IHO Sea Area";"-32.72458381046";"79.20858601429";"20.00261595272";"146.8982192222";"-60";"10.44499945636"
"Middelkerke";"http://marineregions.org/mrgid/70";"Belgium";70;"Town";"51.14714";"2.836093";"2.74846";"2.923727";"51.09479";"51.19949"
"Anglesey";"http://marineregions.org/mrgid/4478";"United Kingdom";4478;"Unitary Authority";"53.28333333";"-4.33333333";;;;
"Estuary of the Canche";"http://marineregions.org/mrgid/14679";"English Channel";14679;"Estuary";"50.5275";"1.6135";;;;
"Clyde Sea";"http://marineregions.org/mrgid/14321";"Clyde Sea Area";14321;"Sea";"55.59";"-5";;;;
"The Minch";"http://marineregions.org/mrgid/5493";"Inner Seas off the West Coast of Scotland";5493;"Channel";"57.75";"-6.5";;;;
"Hompelvoet";"http://marineregions.org/mrgid/17627";"Netherlands";17627;"Island";"51.78333";"3.93333";"3.98";"3.89";"51.76";"51.8"
"Bristol Channel";"http://marineregions.org/mrgid/3141";"Bristol Channel";3141;"IHO Sea Area";"51.39222851462";"-4.01935441169";"-4.92431735966";"-2.34539175033";"50.98893535109";"51.81888794922"
"Hammen";"http://marineregions.org/mrgid/17612";"Netherlands";17612;"Channel";"51.68333";"3.8";;;;
"Atlantic Europe";"http://marineregions.org/mrgid/9230";;9230;"General Region";"50.6";"-0.259";;;;
"Balgzand";"http://marineregions.org/mrgid/3723";"Wadden Sea";3723;"Sandbank";"52.9166667";"4.8666667";;;;
"Piet Scheveplaat";"http://marineregions.org/mrgid/17790";"Netherlands";17790;"Flat";"53.4";"5.81667";;;;
"North East Baltic Sea";"http://marineregions.org/mrgid/14626";"Baltic Sea";14626;"General Sea Area";"63.5";"21";;;;
"East Gulf of Finland";"http://marineregions.org/mrgid/14623";"Gulf of Finland";14623;"General Sea Area";;;"27.2";"30.15";"59.6666666666667";"60.4166666666667"
"Hardangerfjord";"http://marineregions.org/mrgid/3377";"North Sea";3377;"Fjord";"59.95";"5.83";;;;
"Goesse Sas";"http://marineregions.org/mrgid/14732";"North Sea";14732;"Diving spot";"51.529";"3.93";;;;
"Jacobahavn";"http://marineregions.org/mrgid/8996";;8996;"Former administrative division";"69.216667";"-51.1";;;;
"Kulkenol";"http://marineregions.org/mrgid/17676";"Netherlands";17676;"Town";"51.650001525879";"3.9200000762939";;;;
"Mastgat";"http://marineregions.org/mrgid/14646";"North Sea";14646;"Swale";"51.5999";"3.97";;;;
"Neeltje Jans";"http://marineregions.org/mrgid/17757";"Netherlands";17757;"Island";"51.63333";"3.76667";"3.77";"3.67";"51.61";"51.65"
"'s Gravenshoek";"http://marineregions.org/mrgid/14652";"Netherlands";14652;"Polder";"51.6004";"3.7866";;;;
"Zuidbout";"http://marineregions.org/mrgid/14724";"North Sea";14724;"Diving spot";"51.619";"3.97";;;;
"Zandkreek";"http://marineregions.org/mrgid/21356";"Netherlands";21356;"Inlet";"51.75";"4.1799998283386";;;;
"Hudson Strait";"http://marineregions.org/mrgid/4251";"Hudson Strait";4251;"IHO Sea Area";"61.87021735795";"-71.45006823165";"-80.95156443318";"-64.43224079891";"55.84477257729";"64.9799778462"
"Canada Basin";"http://marineregions.org/mrgid/7428";"Beaufort Sea";7428;"Basin";"77.353563";"-143.27153";"-158.22601";"-128.59241";"72.267598";"82.560146"
"Storfjords";"http://marineregions.org/mrgid/3374";"Norwegian Sea";3374;"Fjord";"62.4655555555556";"6.73388888888889";;;;
"Storfjordrenna";"http://marineregions.org/mrgid/24761";;24761;"Channel";"76.15611";"17.81028";;;;
"Arctic";"http://marineregions.org/mrgid/21780";;21780;"Marine Province";"71.9424";"-14.3234";;;;
"Saldanha Bay";"http://marineregions.org/mrgid/14279";"South Atlantic Ocean";14279;"Bay";"-33.09";"18.02";"18.14";"17.88";"-33.21";"-33"
"Joes Point";"http://marineregions.org/mrgid/21387";"Canada";21387;"Cape";"44.55424";"-76.336";;;;
"New Zealand Exclusive Economic Zone";"http://marineregions.org/mrgid/8455";"New Zealand";8455;"EEZ";"-42.76594";"71.72752";"160.60983";"-171.20074";"-55.9493";"-25.88826"
"Great Australian Bight";"http://marineregions.org/mrgid/4276";"Great Australian Bight";4276;"IHO Sea Area";"-36.72591576597";"132.7165581317";"117.6141982382";"146.23115575344";"-43.56601647135";"-31.46366941901"
"North Atlantic";"http://marineregions.org/mrgid/1912";"North Atlantic Ocean";1912;"IHO Sea Area";"29.4800342448";"-37.62424445723";"-83.01491415486";"6.61996705678";"-0.00256264235";"68.63871574364"
