"Species";"n";"Table";"Phylum";"Note";"AphiaID";"ScientificName";"Updated";"Rank";"ParentID"
"Micracanthodinium sp.";153;"Phytoplankton";"";"";109510;"Micracanthodinium";"2019-11-19";"Genus";109425
"Microcystis reinboldii";8;"Phytoplankton";"";"";162673;"Aphanocapsa reinboldii";"2019-11-19";"Species";146562
"Microcystis sp.";340;"Phytoplankton";"";"";146557;"Microcystis";"2019-11-19";"Genus";146556
"Microcystis viridis";4;"Phytoplankton";"";"";177400;"Microcystis viridis";"2019-11-19";"Species";146557
"Microcystis wesenbergii";24;"Phytoplankton";"";"";146561;"Microcystis wesenbergii";"2019-11-19";"Species";146557
"Microcystis  sp.";262;"Phytoplankton";"";"Split ODA entry: 'Microcystis/Aphanothece sp.'";146557;"Microcystis";"2019-11-19";"Genus";146556
"Aphanothece sp.";262;"Phytoplankton";"";"Split ODA entry: 'Microcystis/Aphanothece sp.'";146715;"Aphanothece";"2019-11-19";"Genus";836357
"Micromonas pusilla";126;"Phytoplankton";"";"";134564;"Micromonas pusilla";"2019-11-19";"Species";134533
"Micromonas sp.";16;"Phytoplankton";"";"";134533;"Micromonas";"2019-11-19";"Genus";17663
"Minutocellus polymorphus";63;"Phytoplankton";"";"";464448;"Bellerochea polymorpha";"2019-11-19";"Species";149305
"Minutocellus spp.";20;"Phytoplankton";"";"";450619;"Minutocellus";"2019-11-19";"Genus";149010
"Miraltia throndsenii";192;"Phytoplankton";"";"";163143;"Miraltia throndsenii";"2019-11-19";"Species";163140
"Monader";25180;"Phytoplankton";"";"";995365;"Monadea";"2019-11-19";"Genus";866806
"Monoraphidium contortum";66;"Phytoplankton";"";"";160591;"Monoraphidium contortum";"2019-11-19";"Species";160590
"Monoraphidium spp.";138;"Phytoplankton";"";"";160590;"Monoraphidium";"2019-11-19";"Genus";599705
"Monoraphidium tortile";32;"Phytoplankton";"";"";576275;"Monoraphidium tortile";"2019-11-19";"Species";160590
"Monosiga sp.";16;"Phytoplankton";"";"";105535;"Monosiga";"2019-11-19";"Genus";449205
"Nanoflagellates, unidentified";4092;"Phytoplankton";"";"";;"";"2019-11-19";"";
"Nanoplankton, unidentified";11077;"Phytoplankton";"";"";;"";"2019-11-19";"";
"Navicula sp.";7652;"Phytoplankton";"";"";149142;"Navicula";"2019-11-19";"Genus";149031
"Navicula transitans";65;"Phytoplankton";"";"";149320;"Navicula transitans";"2019-11-19";"Species";149142
"Navicula vanhoeffenii";1;"Phytoplankton";"";"";175326;"Navicula vanhoeffenii";"2019-11-19";"Species";149142
"Nematodinium armatum";18;"Phytoplankton";"";"";109907;"Nematodinium armatum";"2019-11-19";"Species";109490
"Nephroselmis pyriformis";28;"Phytoplankton";"";"";134541;"Nephroselmis pyriformis";"2019-11-19";"Species";134524
"Nephroselmis sp.";64;"Phytoplankton";"";"";134524;"Nephroselmis";"2019-11-19";"Genus";368875
"Nitzschia acicularis";16;"Phytoplankton";"";"";149046;"Nitzschia acicularis";"2019-11-19";"Species";149045
"Nitzschia acicularis";75;"Phytoplankton";"";"Split ODA entry: 'Nitzschia acicularis/closterium'";149046;"Nitzschia acicularis";"2019-11-19";"Species";149045
"Nitzschia closterium";75;"Phytoplankton";"";"Split ODA entry: 'Nitzschia acicularis/closterium'";149610;"Nitzschia closterium";"2019-11-19";"Species";149045
"Nitzschia actinastroides";13;"Phytoplankton";"";"";978783;"Synedra actinastroides var. actinastroides";"2019-11-19";"Variety";175439
"Nitzschia actydrophila";163;"Phytoplankton";"";"";175735;"Nitzschia actydrophila";"2019-11-19";"Species";149045
"Nitzschia closterium";1021;"Phytoplankton";"";"";149610;"Nitzschia closterium";"2019-11-19";"Species";149045
"Nitzschia closterium";21517;"Phytoplankton";"";"Split ODA entry: 'Nitzschia closterium/longissima'";149610;"Nitzschia closterium";"2019-11-19";"Species";149045
"Nitzschia longissima";21517;"Phytoplankton";"";"Split ODA entry: 'Nitzschia closterium/longissima'";149150;"Nitzschia longissima";"2019-11-19";"Species";149045
"Nitzschia cylindrus";88;"Phytoplankton";"";"";248138;"Nitzschia cylindrus";"2019-11-19";"Species";149045
"Nitzschia delicatissima";308;"Phytoplankton";"";"";149318;"Nitzschia delicatissima";"2019-11-19";"Species";149045
"Nitzschia delicatissima group";2635;"Phytoplankton";"";"";149318;"Nitzschia delicatissima";"2019-11-19";"Species";149045
"Nitzschia frigida";21;"Phytoplankton";"";"";175400;"Nitzschia frigida";"2019-11-19";"Species";149045
"Nitzschia longissima";3119;"Phytoplankton";"";"";149150;"Nitzschia longissima";"2019-11-19";"Species";149045
"Nitzschia pseudodelicatissima";181;"Phytoplankton";"";"";175743;"Nitzschia pseudodelicatissima";"2019-11-19";"Species";149045
"Nitzschia pungens";820;"Phytoplankton";"";"";160529;"Nitzschia pungens";"2019-11-19";"Species";149045
"Nitzschia pungens";2766;"Phytoplankton";"";"Split ODA entry: 'Nitzschia pungens/seriata'";160529;"Nitzschia pungens";"2019-11-19";"Species";149045
"Nitzschia seriata";2766;"Phytoplankton";"";"Split ODA entry: 'Nitzschia pungens/seriata'";149152;"Pseudo-nitzschia seriata";"2019-11-19";"Species";149151
"Nitzschia seriata";490;"Phytoplankton";"";"";149152;"Pseudo-nitzschia seriata";"2019-11-19";"Species";149151
"Nitzschia seriata-group";852;"Phytoplankton";"";"";;"";"2019-11-19";"";
"Nitzschia sigmoidea";10;"Phytoplankton";"";"";149604;"Nitzschia sigmoidea";"2019-11-19";"Species";149045
"Nitzschia sp.";8997;"Phytoplankton";"";"";149045;"Nitzschia";"2019-11-19";"Genus";149002
"Nitzschia subcohaerens";16;"Phytoplankton";"";"";975543;"Homoeocladia subcohaerens var. subcohaerens";"2019-11-19";"Variety";611666
"Noctiluca scintillans";661;"Phytoplankton";"";"";109921;"Noctiluca scintillans";"2019-11-19";"Species";109500
"Noctiluca sp.";34;"Phytoplankton";"";"";109500;"Noctiluca";"2019-11-19";"Genus";109418
"Nodularia sp.";42;"Phytoplankton";"";"";156692;"Nodularia";"2019-11-19";"Genus";146584
"Nodularia spumigena";3844;"Phytoplankton";"";"";160566;"Nodularia spumigena";"2019-11-19";"Species";156692
"Nostocales";70;"Phytoplankton";"";"";146547;"Nostocales";"2019-11-19";"Order";368681
"Nostocophyceae";777;"Phytoplankton";"";"";;"";"2019-11-19";"";
"Oblea rotunda";450;"Phytoplankton";"";"";110155;"Oblea rotunda";"2019-11-19";"Species";109542
"Oblea sp.";32;"Phytoplankton";"";"";109542;"Oblea";"2019-11-19";"Genus";109435
"Ochromonas cosmopolitia";277;"Phytoplankton";"";"";249726;"Ochromonas cosmopolita";"2019-11-19";"Species";249725
"Ochromonas sp.";452;"Phytoplankton";"";"";249725;"Ochromonas";"2019-11-19";"Genus";160546
"Odontella aurita";2857;"Phytoplankton";"";"";149050;"Odontella aurita";"2019-11-19";"Species";148963
"Odontella granulata";582;"Phytoplankton";"";"";1322477;"Cerataulus granulata";"2019-11-19";"Species";149328
"Odontella mobiliensis";351;"Phytoplankton";"";"";164116;"Odontella mobiliensis";"2019-11-19";"Species";148963
"Odontella regia";29;"Phytoplankton";"";"";149094;"Odontella regia";"2019-11-19";"Species";148963
"Odontella rhombus";1043;"Phytoplankton";"";"";163288;"Zygoceros rhombus";"2019-11-19";"Species";162969
"Odontella sinensis";353;"Phytoplankton";"";"";148969;"Biddulphia sinensis";"2019-11-19";"Species";148967
"Odontella sp.";73;"Phytoplankton";"";"";148963;"Odontella";"2019-11-19";"Genus";149049
"Oocystis sp.";2907;"Phytoplankton";"";"";178611;"Oocystis";"2019-11-19";"Genus";160589
"Oscillatoria limnetica";20;"Phytoplankton";"";"";177590;"Pseudanabaena limnetica";"2019-11-19";"Species";177588
"Oscillatoria sp.";391;"Phytoplankton";"";"";146549;"Oscillatoria";"2019-11-19";"Genus";146548
"Oxyrrhis marina";1435;"Phytoplankton";"";"";109902;"Oxyrrhis marina";"2019-11-19";"Species";109486
"Oxytoxum sp.";44;"Phytoplankton";"";"";109528;"Oxytoxum";"2019-11-19";"Genus";109432
"Pachysphaera sp.";156;"Phytoplankton";"";"";160594;"Pachysphaera";"2019-11-19";"Genus";21004
"Pachysphaera  sp.";175;"Phytoplankton";"";"Split ODA entry: 'Pachysphaera/Pterosperma sp.'";160594;"Pachysphaera";"2019-11-19";"Genus";21004
"Pterosperma sp.";175;"Phytoplankton";"";"Split ODA entry: 'Pachysphaera/Pterosperma sp.'";160595;"Pterosperma";"2019-11-19";"Genus";172813
"Parafavella denticulata";4;"Phytoplankton";"";"";254723;"Parafavella denticulata";"2019-11-19";"Species";196836
"Parafavella spp.";8;"Phytoplankton";"";"";196836;"Parafavella";"2019-11-19";"Genus";172429
"Paralia sulcata";1739;"Phytoplankton";"";"";149055;"Paralia sulcata";"2019-11-19";"Species";149054
"Paraphysomonas sp.";8;"Phytoplankton";"";"";291417;"Paraphysomonas";"2019-11-19";"Genus";291416
"Parvicorbicula socialis";324;"Phytoplankton";"";"";105588;"Parvicorbicula socialis";"2019-11-19";"Species";105518
"Pediastrum boryanum";11;"Phytoplankton";"";"";621601;"Pseudopediastrum boryanum";"2019-11-19";"Species";603098
"Pediastrum kawraiskyi";21;"Phytoplankton";"";"";621602;"Pseudopediastrum kawraiskyi";"2019-11-19";"Species";603098
"Pediastrum sp.";239;"Phytoplankton";"";"";160561;"Pediastrum";"2019-11-19";"Genus";160560
"Pedinellales";10;"Phytoplankton";"";"";160597;"Pedinellales";"2019-11-19";"Order";591212
"Pentapharsodinium dalei";1;"Phytoplankton";"";"";109925;"Pentapharsodinium dalei";"2019-11-19";"Species";109504
"Peridiniales";2712;"Phytoplankton";"";"";109394;"Peridiniales";"2019-11-19";"Order";19542
"Peridiniella catenata";1497;"Phytoplankton";"";"";110156;"Peridiniella catenata";"2019-11-19";"Species";109543
"Peridinium quinquecorne";28;"Phytoplankton";"";"";1305343;"Peridinium quadridentatum";"2019-11-19";"Species";109549
"Peridinium sp.";72;"Phytoplankton";"";"";109549;"Peridinium";"2019-11-19";"Genus";109433
"Phacus longicauda";4;"Phytoplankton";"";"";163375;"Phacus longicauda";"2019-11-19";"Species";163339
"Phaeocystis pouchetii";352;"Phytoplankton";"";"";115106;"Phaeocystis pouchetii";"2019-11-19";"Species";115088
"Phaeocystis sp.";290;"Phytoplankton";"";"";115088;"Phaeocystis";"2019-11-19";"Genus";115072
"Phaeodactylum sp.";136;"Phytoplankton";"";"";175582;"Phaeodactylum";"2019-11-19";"Genus";175581
"Picoplankton, unidentified";2480;"Phytoplankton";"";"";;"";"2019-11-19";"";
"Plagiogramma brockmannii";1007;"Phytoplankton";"";"";971564;"Plagiogramma brockmanni var. brockmanni";"2019-11-19";"Variety";968757
"Plagiogramma sp.";95;"Phytoplankton";"";"";149314;"Plagiogramma";"2019-11-19";"Genus";149353
"Plagiogrammopsis vanheurckii";10;"Phytoplankton";"";"";149352;"Plagiogramma vanheurckii";"2019-11-19";"Species";149314
"Plagioselmis prolonga";619;"Phytoplankton";"";"";106303;"Plagioselmis prolonga";"2019-11-19";"Species";106283
"Planktolyngbya limnetica";28;"Phytoplankton";"";"";177576;"Planktolyngbya limnetica";"2019-11-19";"Species";146677
"Planktolyngbya sp.";12;"Phytoplankton";"";"";146677;"Planktolyngbya";"2019-11-19";"Genus";146709
"Planktonema lauterbornii";1032;"Phytoplankton";"";"";575737;"Binuclearia lauterbornii";"2019-11-19";"Species";575735
"Planktonema sp.";88;"Phytoplankton";"";"";162715;"Planctonema";"2019-11-19";"Genus";160589
"Planktothrix agardhii";25;"Phytoplankton";"";"";146552;"Planktothrix agardhii";"2019-11-19";"Species";146551
"Planktothrix sp.";140;"Phytoplankton";"";"";146551;"Planktothrix";"2019-11-19";"Genus";146707
"Pleurosigma sp.";47;"Phytoplankton";"";"";149181;"Pleurosigma";"2019-11-19";"Genus";149032
"Polykrikos schwartzii";3820;"Phytoplankton";"";"";109901;"Polykrikos schwartzii";"2019-11-19";"Species";109485
"Polykrikos sp.";89;"Phytoplankton";"";"";109485;"Polykrikos";"2019-11-19";"Genus";109413
"Porosira glacialis";388;"Phytoplankton";"";"";156689;"Porosira glacialis";"2019-11-19";"Species";148980
"Prasinophyceae";4611;"Phytoplankton";"";"";17329;"Prasinophyceae";"2019-11-19";"Class";801
"Proboscia alata";5204;"Phytoplankton";"";"";149168;"Proboscia alata";"2019-11-19";"Species";149167
"Prorocentrales";8;"Phytoplankton";"";"";109396;"Prorocentrales";"2019-11-19";"Order";19542
"Prorocentrum balticum";431;"Phytoplankton";"";"";110293;"Prorocentrum balticum";"2019-11-19";"Species";109566
"Prorocentrum compressum";36;"Phytoplankton";"";"";978142;"Pyxidicula compressa var. compressa";"2019-11-19";"Variety";663551
"Prorocentrum gracile";40;"Phytoplankton";"";"";110300;"Prorocentrum gracile";"2019-11-19";"Species";109566
"Prorocentrum lima";34;"Phytoplankton";"";"";110301;"Prorocentrum lima";"2019-11-19";"Species";109566
"Prorocentrum micans";12274;"Phytoplankton";"";"";110303;"Prorocentrum micans";"2019-11-19";"Species";109566
"Prorocentrum minimum";11354;"Phytoplankton";"";"";232376;"Prorocentrum cordatum";"2019-11-19";"Species";109566
"Prorocentrum sp.";84;"Phytoplankton";"";"";109566;"Prorocentrum";"2019-11-19";"Genus";109442
"Prorocentrum triestinum";854;"Phytoplankton";"";"";110316;"Prorocentrum triestinum";"2019-11-19";"Species";109566
"Proterythropsis vigilans";1064;"Phytoplankton";"";"";547527;"Nematopsides vigilans";"2019-11-19";"Species";547526
"Protoceratium reticulatum";925;"Phytoplankton";"";"";110321;"Protoceratium reticulatum";"2019-11-19";"Species";109567
"Protoperidinium achromaticum";8;"Phytoplankton";"";"";110205;"Protoperidinium achromaticum";"2019-11-19";"Species";109553
"Protoperidinium bipes";7075;"Phytoplankton";"";"";110208;"Protoperidinium bipes";"2019-11-19";"Species";109553
"Protoperidinium breve";5;"Phytoplankton";"";"";110209;"Protoperidinium breve";"2019-11-19";"Species";109553
"Protoperidinium brevipes";4079;"Phytoplankton";"";"";110210;"Protoperidinium brevipes";"2019-11-19";"Species";109553
"Protoperidinium cerasus";4;"Phytoplankton";"";"";162749;"Protoperidinium cerasus";"2019-11-19";"Species";109553
"Protoperidinium claudicans";406;"Phytoplankton";"";"";163862;"Protoperidinium claudicans";"2019-11-19";"Species";109553
"Protoperidinium conicoides";134;"Phytoplankton";"";"";110212;"Protoperidinium conicoides";"2019-11-19";"Species";109553
"Protoperidinium conicum";1316;"Phytoplankton";"";"";110213;"Protoperidinium conicum";"2019-11-19";"Species";109553
"Protoperidinium conicum-group";20;"Phytoplankton";"";"";;"";"2019-11-19";"";
"Protoperidinium crassipes";41;"Phytoplankton";"";"";110214;"Protoperidinium crassipes";"2019-11-19";"Species";109553
"Protoperidinium curtipes";83;"Phytoplankton";"";"";110215;"Protoperidinium curtipes";"2019-11-19";"Species";109553
"Protoperidinium curvipes";46;"Phytoplankton";"";"";163934;"Protoperidinium curvipes";"2019-11-19";"Species";109553
"Protoperidinium denticulatum";13;"Phytoplankton";"";"";110216;"Protoperidinium denticulatum";"2019-11-19";"Species";109553
"Protoperidinium depressum";2157;"Phytoplankton";"";"";110217;"Protoperidinium depressum";"2019-11-19";"Species";109553
"Protoperidinium divergens";3441;"Phytoplankton";"";"";110219;"Protoperidinium divergens";"2019-11-19";"Species";109553
"Protoperidinium excentricum";36;"Phytoplankton";"";"";110220;"Protoperidinium excentricum";"2019-11-19";"Species";109553
"Protoperidinium granii";150;"Phytoplankton";"";"";110223;"Protoperidinium granii";"2019-11-19";"Species";109553
"Protoperidinium leonis";7;"Phytoplankton";"";"";110229;"Protoperidinium leonis";"2019-11-19";"Species";109553
"Protoperidinium minutum";68;"Phytoplankton";"";"";624607;"Archaeperidinium minutum";"2019-11-19";"Species";604918
"Protoperidinium oblongum";1116;"Phytoplankton";"";"";110238;"Protoperidinium oblongum";"2019-11-19";"Species";109553
"Protoperidinium ovatum";36;"Phytoplankton";"";"";110241;"Protoperidinium ovatum";"2019-11-19";"Species";109553
"Protoperidinium pallidum";502;"Phytoplankton";"";"";110244;"Protoperidinium pallidum";"2019-11-19";"Species";109553
"Protoperidinium paulsenii";62;"Phytoplankton";"";"";232837;"Protoperidinium paulsenii";"2019-11-19";"Species";109553
"Protoperidinium pellucidum";8193;"Phytoplankton";"";"";110245;"Protoperidinium pellucidum";"2019-11-19";"Species";109553
"Protoperidinium pentagonum";29;"Phytoplankton";"";"";110247;"Protoperidinium pentagonum";"2019-11-19";"Species";109553
"Protoperidinium punctulatum";131;"Phytoplankton";"";"";110248;"Protoperidinium punctulatum";"2019-11-19";"Species";109553
"Protoperidinium pyriforme";286;"Phytoplankton";"";"";110249;"Protoperidinium pyriforme";"2019-11-19";"Species";109553
"Protoperidinium sp.";7857;"Phytoplankton";"";"";109553;"Protoperidinium";"2019-11-19";"Genus";109435
"Protoperidinium steinii";3473;"Phytoplankton";"";"";110257;"Protoperidinium steinii";"2019-11-19";"Species";109553
"Protoperidinium steinii";6;"Phytoplankton";"";"Split ODA entry: 'Protoperidinium steinii/pyriforme'";110257;"Protoperidinium steinii";"2019-11-19";"Species";109553
"Protoperidinium pyriforme";6;"Phytoplankton";"";"Split ODA entry: 'Protoperidinium steinii/pyriforme'";110249;"Protoperidinium pyriforme";"2019-11-19";"Species";109553
"Protoperidinium thorianum";88;"Phytoplankton";"";"";110260;"Protoperidinium thorianum";"2019-11-19";"Species";109553
"Prymnesiophyceae";511;"Phytoplankton";"";"";115057;"Prymnesiophyceae";"2019-11-19";"Class";369190
"Prymnesium parvum";12;"Phytoplankton";"";"";160564;"Prymnesium parvum";"2019-11-19";"Species";160563
"Prymnesium sp.";745;"Phytoplankton";"";"";160563;"Prymnesium";"2019-11-19";"Genus";115073
"Pseudanabaena limnetica";27;"Phytoplankton";"";"";177590;"Pseudanabaena limnetica";"2019-11-19";"Species";177588
"Pseudanabaena sp.";24;"Phytoplankton";"";"";177588;"Pseudanabaena";"2019-11-19";"Genus";177498
"Pseudobodo sp.";8;"Phytoplankton";"";"";103990;"Pseudobodo";"2019-11-19";"Genus";17616
"Pseudomystides southerni";17;"Phytoplankton";"";"";;"";"2019-11-19";"";
"Pseudonitzschia delicatissima";230;"Phytoplankton";"";"";149318;"Nitzschia delicatissima";"2019-11-19";"Species";149045
"Pseudonitzschia pungens";95;"Phytoplankton";"";"";977093;"Nitzschia pungens var. pungens";"2019-11-19";"Variety";160529
"Pseudonitzschia pungens";139;"Phytoplankton";"";"Split ODA entry: 'Pseudonitzschia pungens/seriata'";977093;"Nitzschia pungens var. pungens";"2019-11-19";"Variety";160529
"Pseudonitzschia seriata";139;"Phytoplankton";"";"Split ODA entry: 'Pseudonitzschia pungens/seriata'";968792;"Pseudonitzschia seriata";"2019-11-19";"Species";291409
"Pseudonitzschia seriata";133;"Phytoplankton";"";"";968792;"Pseudonitzschia seriata";"2019-11-19";"Species";291409
"Pseudonitzschia, delicatissima group";6044;"Phytoplankton";"";"";717410;"Pseudonitzschia";"2019-11-19";"Genus";119225
"Pseudonitzschia, seriata group";3572;"Phytoplankton";"";"";717410;"Pseudonitzschia";"2019-11-19";"Genus";119225
"Pseudopedinella pyriformis";148;"Phytoplankton";"";"";160600;"Pseudopedinella pyriformis";"2019-11-19";"Species";160599
"Pseudopedinella sp.";3133;"Phytoplankton";"";"";160599;"Pseudopedinella";"2019-11-19";"Genus";160598
"Pseudopedinella tricostata";16;"Phytoplankton";"";"";573933;"Helicopedinella tricostata";"2019-11-19";"Species";573932
"Pseudoperanema trichophorum";238;"Phytoplankton";"";"";110666;"Pseudoperanema trichophorum";"2019-11-19";"Species";22734
"Pteromonas spp.";2;"Phytoplankton";"";"";172469;"Pteromonas";"2019-11-19";"Genus";162734
"Pterosperma sp.";5;"Phytoplankton";"";"";160595;"Pterosperma";"2019-11-19";"Genus";172813
"Pyramimonas longicauda";134;"Phytoplankton";"";"";160513;"Pyramimonas longicauda";"2019-11-19";"Species";134529
"Pyramimonas sp.";2782;"Phytoplankton";"";"";134529;"Pyramimonas";"2019-11-19";"Genus";368883
"Pyramimonas  sp.";2632;"Phytoplankton";"";"Split ODA entry: 'Pyramimonas/Tetraselmis sp.'";134529;"Pyramimonas";"2019-11-19";"Genus";368883
"Tetraselmis sp.";2632;"Phytoplankton";"";"Split ODA entry: 'Pyramimonas/Tetraselmis sp.'";134526;"Tetraselmis";"2019-11-19";"Genus";17667
"Pyrophacus horologium";38;"Phytoplankton";"";"";232598;"Pyrophacus horologium";"2019-11-19";"Species";109555
"Quadricoccus ellipticus";4;"Phytoplankton";"";"";623185;"Quadricoccus ellipticus";"2019-11-19";"Species";601055
"Rhaphoneis sp.";18;"Phytoplankton";"";"";149065;"Rhaphoneis";"2019-11-19";"Genus";149064
"Rhaphoneis suriella";15;"Phytoplankton";"";"";179790;"Zygoceros surirella";"2019-11-19";"Species";162969
"Rhizosolenia alata";7637;"Phytoplankton";"";"";149168;"Proboscia alata";"2019-11-19";"Species";149167
"Rhizosolenia calcar-avis";1719;"Phytoplankton";"";"";163346;"Rhizosolenia calcar-avis";"2019-11-19";"Species";149069
"Rhizosolenia delicatula";12923;"Phytoplankton";"";"";149114;"Rhizosolenia delicatula";"2019-11-19";"Species";149069
"Rhizosolenia fragilissima";16443;"Phytoplankton";"";"";985165;"Rhizosolenia fragilissima f. fragilissima";"2019-11-19";"Forma";149231
"Rhizosolenia hebetata";2853;"Phytoplankton";"";"";149070;"Rhizosolenia hebetata";"2019-11-19";"Species";149069
"Rhizosolenia hebetata f. semispina";882;"Phytoplankton";"";"";149070;"Rhizosolenia hebetata";"2019-11-19";"Species";149069
"Rhizosolenia hebetata";3;"Phytoplankton";"";"Split ODA entry: 'Rhizosolenia hebetata/setigera'";149070;"Rhizosolenia hebetata";"2019-11-19";"Species";149069
"Rhizosolenia setigera";3;"Phytoplankton";"";"Split ODA entry: 'Rhizosolenia hebetata/setigera'";149115;"Rhizosolenia setigera";"2019-11-19";"Species";149069
"Rhizosolenia imbricata";946;"Phytoplankton";"";"";149116;"Rhizosolenia imbricata";"2019-11-19";"Species";149069
"Rhizosolenia imbricata f. scrubsolei";161;"Phytoplankton";"";"";149116;"Rhizosolenia imbricata";"2019-11-19";"Species";149069
"Rhizosolenia indica";35;"Phytoplankton";"";"";231887;"Rhizosolenia indica";"2019-11-19";"Species";149069
"Rhizosolenia minima";9;"Phytoplankton";"";"";149287;"Rhizosolenia minima";"2019-11-19";"Species";149069
"Rhizosolenia phuketensis";12;"Phytoplankton";"";"";573582;"Rhizosolenia phuketensis";"2019-11-19";"Species";149069
"Rhizosolenia pungens";1207;"Phytoplankton";"";"";149117;"Rhizosolenia pungens";"2019-11-19";"Species";149069
"Rhizosolenia robusta";36;"Phytoplankton";"";"";149311;"Rhizosolenia robusta";"2019-11-19";"Species";149069
"Rhizosolenia setigera";12642;"Phytoplankton";"";"";149115;"Rhizosolenia setigera";"2019-11-19";"Species";149069
"Rhizosolenia shrubsolei";23;"Phytoplankton";"";"";149165;"Rhizosolenia shrubsolei";"2019-11-19";"Species";149069
"Rhizosolenia sp.";142;"Phytoplankton";"";"";149069;"Rhizosolenia";"2019-11-19";"Genus";149068
"Rhizosolenia stolterfothii";181;"Phytoplankton";"";"";149224;"Rhizosolenia stolterfothii";"2019-11-19";"Species";149069
"Rhizosolenia styliformis";444;"Phytoplankton";"";"";149629;"Rhizosolenia styliformis";"2019-11-19";"Species";149069
"Rhodomonas marina";52;"Phytoplankton";"";"";106314;"Rhodomonas marina";"2019-11-19";"Species";106289
"Rhoicosphenia curvata";8;"Phytoplankton";"";"";175794;"Rhoicosphenia abbreviata";"2019-11-19";"Species";149391
"Salpingella spp.";288;"Phytoplankton";"";"";183566;"Salpingella";"2019-11-19";"Genus";183533
"Salpingoeca sp.";16;"Phytoplankton";"";"";105541;"Salpingoeca";"2019-11-19";"Genus";578524
"Scenedesmus acuminatus";2;"Phytoplankton";"";"";1289276;"Tetradesmus lagerheimii";"2019-11-19";"Species";600817
"Scenedesmus opoliensis-group";1;"Phytoplankton";"";"";;"";"2019-11-19";"";
"Scenedesmus quadricauda";6;"Phytoplankton";"";"";596169;"Scenedesmus quadricauda";"2019-11-19";"Species";160602
"Scenedesmus sp.";1645;"Phytoplankton";"";"";160602;"Scenedesmus";"2019-11-19";"Genus";599760
"Schroederella schroederi";9;"Phytoplankton";"";"";163229;"Lauderia schroederi";"2019-11-19";"Species";149134
"Schroederella  sp.";41;"Phytoplankton";"";"Split ODA entry: 'Schroederella/Lauderia sp.'";149161;"Schroederella";"2019-11-19";"Genus";149041
"Lauderia sp.";41;"Phytoplankton";"";"Split ODA entry: 'Schroederella/Lauderia sp.'";149134;"Lauderia";"2019-11-19";"Genus";149133
"Scrippsiella group";2013;"Phytoplankton";"";"";109545;"Scrippsiella";"2019-11-19";"Genus";493993
"Scrippsiella sp.";944;"Phytoplankton";"";"";109545;"Scrippsiella";"2019-11-19";"Genus";493993
"Scrippsiella trochoidea";1529;"Phytoplankton";"";"";1321853;"Scrippsiella acuminata";"2019-11-19";"Species";109545
"Scutico ciliates";2156;"Phytoplankton";"";"";;"";"2019-11-19";"";
"Skeletonema costatum";29600;"Phytoplankton";"";"";149074;"Skeletonema costatum";"2019-11-19";"Species";149073
"Skeletonema costatum";285;"Phytoplankton";"";"Split ODA entry: 'Skeletonema costatum/subsalsum'";149074;"Skeletonema costatum";"2019-11-19";"Species";149073
"Skeletonema subsalsum";285;"Phytoplankton";"";"Split ODA entry: 'Skeletonema costatum/subsalsum'";149075;"Skeletonema subsalsum";"2019-11-19";"Species";149073
"Skeletonema sp.";215;"Phytoplankton";"";"";149073;"Skeletonema";"2019-11-19";"Genus";149072
"Skeletonema subsalsum";12;"Phytoplankton";"";"";149075;"Skeletonema subsalsum";"2019-11-19";"Species";149073
"Snowella lacustris";16;"Phytoplankton";"";"";146645;"Snowella lacustris";"2019-11-19";"Species";146644
"Snowella litoralis <celle>";25;"Phytoplankton";"";"";177473;"Snowella litoralis";"2019-11-19";"Species";146644
"Snowella septentrionales";8;"Phytoplankton";"";"";177480;"Snowella septentrionalis";"2019-11-19";"Species";146644
"Snowella spp.";279;"Phytoplankton";"";"";146644;"Snowella";"2019-11-19";"Genus";146616
"Spirulina sp.";122;"Phytoplankton";"";"";146541;"Spirulina";"2019-11-19";"Genus";599619
"Spirulina subsalsa";4;"Phytoplankton";"";"";660753;"Spirulina subsalsa";"2019-11-19";"Species";146541
"Staurastrum sp.";9;"Phytoplankton";"";"";162728;"Staurastrum";"2019-11-19";"Genus";162724
"Stauroneis membranaceae";20;"Phytoplankton";"";"";149316;"Stauroneis membranacea";"2019-11-19";"Species";149077
"Stenosomella spp.";730;"Phytoplankton";"";"";178825;"Stenosemella";"2019-11-19";"Genus";196206
"Stephanopyxis turris";79;"Phytoplankton";"";"";149631;"Stephanopyxis turris";"2019-11-19";"Species";149630
"Stichococcus minutissimus";26;"Phytoplankton";"";"";610989;"Stichococcus minutissimus";"2019-11-19";"Species";144193
"Stichococcus spp.";40;"Phytoplankton";"";"";144193;"Stichococcus";"2019-11-19";"Genus";143771
"Streptotheca thamensis";25;"Phytoplankton";"";"";157440;"Helicotheca tamesis";"2019-11-19";"Species";157438
"Striatella unipunctata";268;"Phytoplankton";"";"";573470;"Fragilaria unipunctata";"2019-11-19";"Species";149028
"Strobilidium sp.";1817;"Phytoplankton";"";"";101185;"Strobilidium";"2019-11-19";"Genus";22563
"Strombidinopsis spp.";56;"Phytoplankton";"";"";101198;"Strombidinopsis";"2019-11-19";"Genus";22564
"Strombidium";22423;"Phytoplankton";"";"";101195;"Strombidium";"2019-11-19";"Genus";1703
